fire,full_text,media_link,place,created_at
Saddleridge,"From the #SaddleridgeFire to the #KincadeFire, as well as many emerging small/large fires today, we have quickly seen how California can be brought to a halt. Public health/EP/EMS departments are going to be in overdrive. We must be realistic about our future. https://t.co/GTvP87xSfM",,,2019-10-27 19:59:04
Saddleridge,"Our hearts go out to Californians affected by #wildfires. #ClimateChange is real.  Scientists say the #ClimateCrisis is fueling wildfires nationwide. #MinesFire @nytimes 
#TickFire #KincadeFire #SaddleRidgeFire #RawsonFire #SkyFire #SawdayFire #MillerFire #PalisadesFire https://t.co/Q4NQAQpaEc",https://twitter.com/EPCFIRM/status/1188564512669962240/photo/1,,2019-10-27 21:13:56
Saddleridge,"@macayla_nield Hey, #SoCal, too, although, admittedly, not as hellish. (*Not* competing!) #TickFire

Hell of an awful week in CA. 😨 Altogether, a bad October. Add from earlier this month, the large #SaddleridgeFire, the deadly #SandalwoodFire, and three rounds of heat and #SantaAnaWinds",,,2019-10-28 00:54:08
Saddleridge,"Smoke and flames poured from underground sewers in #PorterRanch, #California, as residents were evacuated in the face of the advancing #SaddleridgeFire... https://t.co/RjM7yXuXTi",,,2019-10-28 02:29:27
Saddleridge,"The #SaddleridgeFire, which has burned about 4,700 acres of northern Los Angeles since Thursday evening, claimed its first fatality Friday morning. https://t.co/pKSvCr9EXt",,,2019-10-28 04:29:21
Saddleridge,"@KylaGraceP @MeriwetherC @dawn_haggard @KamVTV @KatieHill4CA @RepKatieHill You’re not to bright are you Kayla ? How y’all gonna door knock after two major fires 
#TickFire #SaddleridgeFire 
Y’all care more about losing a seat in congress, than helping those in need @RedCross @RedCrossNorCal could use some volunteers 🔥 CA fires",,,2019-10-28 05:38:04
Saddleridge,"@dottie_eubanks No, that's in Northern California. I'm in So Cal. We had the #TickFire and #SaddleridgeFire plus a bunch more but I'm okay!",,,2019-10-28 06:49:36
Saddleridge,"We've had several fires in last few weeks, #saddleridgefire #palisadesfire #Kincadefire (NorCal) #tickfire, dangerous season right now. Santa Ana winds pick up Sept -April.. no significant rainfall.. very very concerned abt weather conditions. - @LAFD #GettyFire @cbsla https://t.co/iBdKfIfOjR",https://twitter.com/HermelaTV/status/1188826299113996288/photo/1,,2019-10-28 14:34:11
Saddleridge,"Crikey, another fire this year near the Getty?! Can California please stop burning?!?!?!? 
#GettyFire
#TickFire
#KincadeFire
#SaddleridgeFire
#TooDamnManyFires",,,2019-10-28 14:42:37
Saddleridge,"Some states have snow days, out here in California we have fire days 🔥 🔥 #FireDays #FireState #Wildfires #SaddleridgeFire #TickFire #GettyFire #SchoolClosures #LAUSD",,"Los Angeles, CA",2019-10-28 15:10:22
Saddleridge,So in the past few weeks the LA area has had #SaddleridgeFire #PacificPalisadesFire #TickFire and now the #GettyFire what the hell is happening?,,,2019-10-28 15:16:28
Saddleridge,"Our hearts are with our everyone impacted by the 8 active #CaliforniaFires and the 30+ fires already contained in 2019. Please DM if there's anything we can do to help!

#GettyFire #KincaidFire #TickFire #SaddleridgeFire #TabooseFire #CowFire #SawdayFire #LafayetteFire #TeamPete https://t.co/fYhsknZljx",https://twitter.com/SouthOC4Pete/status/1188841871289643008/photo/1,,2019-10-28 15:36:04
Saddleridge,When fires are so out-of-control that our firefighters don’t have time to be thanked... #GettyFire #SaddleridgeFire https://t.co/W8fLGTMhJd,https://twitter.com/AnotherDrLin/status/1188852379472584704/photo/1,,2019-10-28 16:17:49
Saddleridge,"As of 8am PDT in #SoCal 

#KincadeFire: 66,231 acres | 5%

#SaddleRidgeFire: 8,799 acres | 97%

#TickFire: 4,615 acres | 70%

#BurrisFire: 350 acres | 20%

#SkyFire: 150 acres | 90%

#SawdayFire: 97 acres | 98%

#GettyFire: NEW (updates soon) https://t.co/FMFijUdD92",https://twitter.com/WxBrenn/status/1188857586793308177/photo/1,,2019-10-28 16:38:31
Saddleridge,"With the conditions so dry in California, please prepare yourself. Remember the 6 P's when evacuating.
👨‍👩‍👧‍👦🐶People &amp; pets
📄Papers (important documents)
💊Prescriptions
📷Photos
💻PC hard drives &amp; disks
💳""Plastic"" (credit/ATM cards) &amp; cash
#gettyfire #tickfire #saddleridgefire https://t.co/WNej4yHakX",https://twitter.com/CompoundingBH/status/1188857833275740167/photo/1,,2019-10-28 16:39:30
Saddleridge,"Delivering #HEPA #airscrubbers to help buildings, hospitals schools, offices and homes fight smoke damage and obtain safer air to breath.
.
.
.
.
.
.
.
   #KincadeFire #Oakfire #Gettyfire #PalisadesFire #TickFire  #SaddleridgeFire #SandalwoodFire #CherryFire #fire #smoke https://t.co/MWfdVp4RvB",https://twitter.com/AQEnvironmental/status/1188866010679398400/photo/1,,2019-10-28 17:11:59
Saddleridge,What fires are burning in California and which are the most dangerous? https://t.co/pjeZWyrPTs #Kincade #TickFire #SkyFire #SaddleridgeFire https://t.co/VyUmLs0Olw,https://twitter.com/EmergencyMgtMag/status/1188866022230638593/photo/1,,2019-10-28 17:12:02
Saddleridge,"the destruction won't end once the fires are out.. if we have another record rainfall winter, there will be plenty of mudslides/flooding as a result of burned out areas.. especially those hillsides near homes

#kincadefire #gettyfire #TickFire #saddleridgefire",,,2019-10-28 17:45:28
Getty,Aftermath still smoldering Tigertail Rd @FOXLA  live update noon #GettyFire https://t.co/RSfWLN9yKv,https://twitter.com/FoxPhil/status/1188884441327755264/photo/1,,2019-10-28 18:25:13
Getty,"The oceans are being killed.
Forests will soon be gone.

#MondayThoughts #GettyFire",,,2019-10-28 18:26:00
Getty,"The terrible #AirQuality from the fires in California reminds me of the smell and air quality from my visits to China.  Only China wasn't having massive wildfires.  China has that bad of air pretty much every day.

#GettyFire #kindcadefire",,,2019-10-28 18:27:06
Getty,"Heartbroken about the #GettyFire, please EVERYONE stay safe, take shelter, and don’t forget to bring your pets!",,,2019-10-28 18:30:04
Getty,@PrincesssBob hope you guys are far away from the #GettyFire .❤,,,2019-10-28 18:30:13
Getty,Hey man I got a couple couches you can crash on in Westwood #GettyFire https://t.co/RlMtsr3W0Z,,,2019-10-28 18:30:19
Getty,"If you're affected by the CA wildfires and need to file an evacuation claim, we are ready to assist.  (800) 927-2142  #wildfires #kindcadefire #GettyFire",,,2019-10-28 18:31:11
Getty,"Build your #website in Elementor Pro
#wordpress #landing #design #elementor #MondayMotivation #AirPods Pro #GettyFire #Leonard Williams #TrumpBooed #Mika
 https://t.co/m2CwuOlfqK https://t.co/baraz6aVP4",https://twitter.com/ct02golam1/status/1188886268064591872/photo/1,,2019-10-28 18:32:29
Getty,"@MaptheP @BermanJanis @GettyMuseum @MaptheP Thank you for the reply and info. You found a great video, much appreciated! I could tell by looking at your timeline you posted accurate information. #GettyFire",,,2019-10-28 18:33:05
Getty,tfw your boss doesn’t tell you that their homes are burning https://t.co/nkdAbepEPh #GettyFire,,"El Segundo, CA",2019-10-28 18:33:14
Getty,Appreciate @LATimes and all the local media helping us ensure Angelenos are getting the most comprehensive #GettyFire updates possible. https://t.co/uoyYehvga5,,,2019-10-28 18:35:08
Getty,"Backup generator company Generac is up 84% on the year as California utility giant PG&amp;E continues to navigate bankruptcy and fires like the #GettyFire

But its CEO tells me it's not just focused on responding to disaster and blackouts. Infrastructure problems are here to stay: https://t.co/U326k4qGIP",,,2019-10-28 18:35:58
Getty,The #GettyFire looking much better from here in Century City. https://t.co/9VnN3zYdGN,https://twitter.com/NewsyNick/status/1188887654865276929/photo/1,"Los Angeles, CA",2019-10-28 18:38:00
Getty,"Great thread on being ready for evacuation from @fema @Readygov. 

If you are in the path of the #GettyFire, remember: Ready Set Go! https://t.co/39sOCC4KKy https://t.co/jA5YTXl0r4",,,2019-10-28 18:40:17
Getty,This makes me so sad. Prayers for strength and protection for these sisters. #GettyFire #cbsla https://t.co/UoTtE3U3se,,,2019-10-28 18:40:26
Getty,"Wishing safety to all that are dealing with the horrible #wildfires burning throughout #California right now!
https://t.co/IFU4saVOlr
#KincadeFire #OakFire #GettyFire #californiawildfires https://t.co/fLtn9KCipV",,,2019-10-28 18:42:45
Getty,"Something has to give. The school I tutor at located in Santa Monica canceled classes today. I imagine the air quality could endanger student health. We have to address the role of the climate crisis and come up with solutions. 

#GettyFire #AirQuality

https://t.co/03QGOyPnfx",,,2019-10-28 18:43:22
